,block,price
483,12132825,3032919809481790304204233005
484,12133100,3033010708823284169700883422
485,12133375,3033100982060816357887354722
486,12133650,3033192184195989621096019558
487,12133925,3033260830634324321819016172
488,12134200,3033337115550559051842066538
489,12134475,3033411461804745971110189066
490,12134750,3033465328499764196153040246
491,12135025,3033493696209405968475999426
492,12135300,3033524203081773802820739962
493,12135575,3033552048495360402412881317
494,12135850,3033569515853877311777093590
495,12136125,3033570781398799714121038978
496,12136400,3033572117176583097254335259
497,12136675,3033573448181881336478279878
498,12136950,3033572949931147376391035343
499,12137225,3033569778458484569472420756
500,12137500,3033566628637381094085014173
501,12137775,3033563149586200560866001859
502,12138050,3033561295788631146532660713
503,12138325,3033563512938805319881641660
504,12138600,3033565612889619831814130891
505,12138875,3033567717674921375555074511
506,12139150,3033573186637027213989900722
507,12139425,3033598679077604772252512707
508,12139700,3033621873035817976063781935
509,12139975,3033649630086167313883280080
510,12140250,3033675967197745088718911785
511,12140525,3033707340853839849136862883
512,12140800,3033739311805457656839921379
513,12141075,3033767087672307220184340047
514,12141350,3033798458322279940937602342
515,12141625,3033818007112071216823435781
516,12141900,3033834003397231644336496001
517,12142175,3033849952271451315883040950
518,12142450,3033866884387206872954933021
519,12142725,3033878404979053883573269292
520,12143000,3033889269277261889067276701
521,12143275,3033901264414977293442096945
522,12143550,3033913593171016650623215042
523,12143825,3033918385413392004762581413
524,12144100,3033919059845142941542895328
525,12144375,3033919847371210101517615044
526,12144650,3033920514288721681524376423
527,12144925,3033917012970637192510038995
528,12145200,3033910852984765158986340000
529,12145475,3033904915927345294626506686
530,12145750,3033898070203159806847803722
531,12146025,3033900241416979772259929456
532,12146300,3033910540906668309172497392
533,12146575,3033921617548840473032886801
534,12146850,3033931358898006034828093398
535,12147125,3033948297012703891731411399
536,12147400,3033970583005188853584389588
537,12147675,3033995401833745951194176926
538,12147950,3034019402024475280551909330
539,12148225,3034042806165856480568048568
540,12148500,3034070874281269987237958348
541,12148775,3034101741300959306919844697
542,12149050,3034131541691549325126534684
543,12149325,3034159414188082061582161567
544,12149600,3034187679135681126414262318
545,12149875,3034215134340969802285562091
546,12150150,3034245166408043468379797010
547,12150425,3034270579577393577292173990
548,12150700,3034272686938269905414741556
549,12150975,3034274853066657084424464155
550,12151250,3034277192967291162655586109
551,12151525,3034279493692304288710545669
552,12151800,3034262739422679342983326185
553,12152075,3034244368170148123493147130
554,12152350,3034228450128740747146480804
555,12152625,3034211352290672403425756737
556,12152900,3034193113481957950706245117
557,12153175,3034174042661202166049464157
558,12153450,3034153333895271549915244642
559,12153725,3034133263745244414076908916
560,12154000,3034120570059647100907818253
561,12154275,3034107071816758281461116231
562,12154550,3034094466632564415932967381
563,12154825,3034081278029915569571753488
564,12155100,3034086162242016171078736040
565,12155375,3034096265573473399404949261
566,12155650,3034106134609876244893111160
567,12155925,3034115069085481019088318470
568,12156200,3034116910554277939797314794
569,12156475,3034115112904843402440279904
570,12156750,3034113316828760672210627798
571,12157025,3034111355663735807038105377
572,12157300,3034104834990351870389812181
573,12157575,3034090043031837654818182273
574,12157850,3034074354914462976476934097
575,12158125,3034058420617861024898012402
576,12158400,3034036374151370811028995339
577,12158675,3034000284910656584854113742
578,12158950,3033968906782544911665966890
579,12159225,3033932303812190370464023198
580,12159500,3033894382760759341659069881
581,12159775,3033845020686362108841834971
582,12160050,3033793881990126811536596340
583,12160325,3033745104970860064603444595
584,12160600,3033698432810387523271956777
585,12160875,3033652437961427047658989758
586,12161150,3033607844337908770008414852
587,12161425,3033565699317358321285743996
